mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.86,"12km E of Mammoth Lakes, CA",1622298929580,1622306173411,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567196&format=geojson,,,,,reviewed,0,11,nc,73567196,",nc73567196,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01257,0.07,77.0,md,earthquake,"M 0.9 - 12km E of Mammoth Lakes, CA"
1.26,"12km W of Anza, CA",1622298893010,1622299543870,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909392&format=geojson,,,,,automatic,0,24,ci,39909392,",ci39909392,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",44.0,0.04361,0.17,25.0,ml,earthquake,"M 1.3 - 12km W of Anza, CA"
1.2,"10 km SW of Easton, Washington",1622298823400,1622304554720,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61737316,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61737316&format=geojson,,,,,reviewed,0,22,uw,61737316,",uw61737316,",",uw,",",origin,phase-data,",22.0,0.2651,0.18,128.0,ml,earthquake,"M 1.2 - 10 km SW of Easton, Washington"
4.5,"64 km ESE of Jiufen, Taiwan",1622298741384,1622305250040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000eftu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000eftu&format=geojson,,,,,reviewed,0,312,us,6000eftu,",us6000eftu,",",us,",",origin,phase-data,",,0.671,0.53,100.0,mb,earthquake,"M 4.5 - 64 km ESE of Jiufen, Taiwan"
1.79,"39km NNE of Toms Place, CA",1622298125840,1622369199167,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567186&format=geojson,,,,,reviewed,0,49,nc,73567186,",nc73567186,nn00808397,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.1993,0.06,96.0,md,earthquake,"M 1.8 - 39km NNE of Toms Place, CA"
2.04,"3 km S of Pāhala, Hawaii",1622297291710,1622297622630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72494032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72494032&format=geojson,,,,,automatic,0,64,hv,72494032,",hv72494032,",",hv,",",origin,phase-data,",53.0,,0.140000001,151.0,ml,earthquake,"M 2.0 - 3 km S of Pāhala, Hawaii"
0.05,"12km E of Mammoth Lakes, CA",1622296421650,1622305334322,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567181&format=geojson,,,,,reviewed,0,0,nc,73567181,",nc73567181,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.005042,0.03,90.0,md,earthquake,"M 0.1 - 12km E of Mammoth Lakes, CA"
1.78,"7 km ESE of Pāhala, Hawaii",1622295845130,1622296177140,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72493992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72493992&format=geojson,,,,,automatic,0,49,hv,72493992,",hv72493992,",",hv,",",origin,phase-data,",11.0,,0.140000001,223.0,ml,earthquake,"M 1.8 - 7 km ESE of Pāhala, Hawaii"
1.41,"1km W of Bella Vista, CA",1622295429900,1622367615025,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567176&format=geojson,,,,,reviewed,0,31,nc,73567176,",nc73567176,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.04649,0.15,72.0,md,earthquake,"M 1.4 - 1km W of Bella Vista, CA"
1.11,"12km E of Mammoth Lakes, CA",1622295211800,1622314396755,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567171&format=geojson,,,,,reviewed,0,19,nc,73567171,",nc73567171,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.007293,0.07,65.0,md,earthquake,"M 1.1 - 12km E of Mammoth Lakes, CA"
1.5,"48 km SSE of Nelchina, Alaska",1622294978246,1622295206619,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216umzn5u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216umzn5u&format=geojson,,,,,automatic,0,35,ak,0216umzn5u,",ak0216umzn5u,",",ak,",",origin,",,,0.16,,ml,earthquake,"M 1.5 - 48 km SSE of Nelchina, Alaska"
1.4,"68 km SE of Denali National Park, Alaska",1622294740147,1622294925900,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216umysfy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216umysfy&format=geojson,,,,,automatic,0,30,ak,0216umysfy,",ak0216umysfy,",",ak,",",origin,",,,0.89,,ml,earthquake,"M 1.4 - 68 km SE of Denali National Park, Alaska"
1.6,"30 km NW of Valdez, Alaska",1622294736108,1622294926059,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216umys4q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216umys4q&format=geojson,,,,,automatic,0,39,ak,0216umys4q,",ak0216umys4q,",",ak,",",origin,",,,0.32,,ml,earthquake,"M 1.6 - 30 km NW of Valdez, Alaska"
1.2,"11km NE of Coso Junction, CA",1622294707090,1622294926019,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909336&format=geojson,,,,,automatic,0,22,ci,39909336,",ci39909336,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.01139,0.16,82.0,ml,earthquake,"M 1.2 - 11km NE of Coso Junction, CA"
1.32,"9km NE of Pinnacles, CA",1622294480900,1622305094290,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567166&format=geojson,,,,,automatic,0,27,nc,73567166,",nc73567166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.02434,0.08,152.0,md,earthquake,"M 1.3 - 9km NE of Pinnacles, CA"
1.8,"32 km W of Cohoe, Alaska",1622294416116,1622294585191,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216umxo0b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216umxo0b&format=geojson,,,,,automatic,0,50,ak,0216umxo0b,",ak0216umxo0b,",",ak,",",origin,",,,0.82,,ml,earthquake,"M 1.8 - 32 km W of Cohoe, Alaska"
3.18,"4 km E of La Parguera, Puerto Rico",1622294057750,1622303984040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021149005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021149005&format=geojson,1.0,2.0,,,reviewed,0,156,pr,2021149005,",pr2021149005,us6000eftq,",",pr,us,",",dyfi,origin,phase-data,",21.0,0.1099,0.13,202.0,md,earthquake,"M 3.2 - 4 km E of La Parguera, Puerto Rico"
1.12,"25km SE of Bodie, CA",1622293069760,1622366295897,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567161&format=geojson,,,,,reviewed,0,19,nc,73567161,",nc73567161,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.3163,0.05,201.0,md,earthquake,"M 1.1 - 25km SE of Bodie, CA"
0.47,"154 km W of Adak, Alaska",1622292494270,1622408559040,,https://earthquake.usgs.gov/earthquakes/eventpage/av91254611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91254611&format=geojson,,,,,reviewed,0,3,av,91254611,",av91254611,",",av,",",origin,phase-data,",4.0,,0.18,244.0,ml,earthquake,"M 0.5 - 154 km W of Adak, Alaska"
0.62,"3km WNW of The Geysers, CA",1622292319650,1622293332773,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567156&format=geojson,,,,,automatic,0,6,nc,73567156,",nc73567156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.001592,0.02,100.0,md,earthquake,"M 0.6 - 3km WNW of The Geysers, CA"
0.209999993,"7 km SW of Volcano, Hawaii",1622292171210,1622309081710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72493962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72493962&format=geojson,,,,,reviewed,0,1,hv,72493962,",hv72493962,",",hv,",",origin,phase-data,",6.0,,0.07,100.0,md,earthquake,"M 0.2 - 7 km SW of Volcano, Hawaii"
2.1,"56 km WNW of Ninilchik, Alaska",1622291833430,1622292466040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216umfvd2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216umfvd2&format=geojson,,,,,automatic,0,68,ak,0216umfvd2,",us6000eftj,ak0216umfvd2,",",us,ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 2.1 - 56 km WNW of Ninilchik, Alaska"
2.3,"46 km NE of Livengood, Alaska",1622290706909,1622291118503,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216umbtu1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216umbtu1&format=geojson,,,,,automatic,0,81,ak,0216umbtu1,",ak0216umbtu1,",",ak,",",origin,",,,0.64,,ml,earthquake,"M 2.3 - 46 km NE of Livengood, Alaska"
1.86,"21km NE of San Ardo, CA",1622290096860,1622303595087,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567151&format=geojson,,,,,automatic,0,53,nc,73567151,",nc73567151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1769,0.14,128.0,md,earthquake,"M 1.9 - 21km NE of San Ardo, CA"
0.04,"2km ENE of Mammoth Lakes, CA",1622289934710,1622305334673,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567146&format=geojson,,,,,reviewed,0,0,nc,73567146,",nc73567146,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.02349,0.06,75.0,md,earthquake,"M 0.0 - 2km ENE of Mammoth Lakes, CA"
0.82,"16km NE of Thermal, CA",1622289661410,1622289879361,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909304,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909304&format=geojson,,,,,automatic,0,10,ci,39909304,",ci39909304,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.07064,0.33,115.0,ml,earthquake,"M 0.8 - 16km NE of Thermal, CA"
-0.06,"4km WNW of Mammoth Lakes, CA",1622289443160,1622301530482,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567141&format=geojson,,,,,reviewed,0,0,nc,73567141,",nc73567141,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.005411,0.04,115.0,md,earthquake,"M -0.1 - 4km WNW of Mammoth Lakes, CA"
0.97,"4km W of Cobb, CA",1622289091910,1622291053572,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567136&format=geojson,,,,,automatic,0,14,nc,73567136,",nc73567136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.00709,0.02,123.0,md,earthquake,"M 1.0 - 4km W of Cobb, CA"
1.43,"6km NW of The Geysers, CA",1622288837760,1622301912578,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567131&format=geojson,,,,,automatic,0,31,nc,73567131,",nc73567131,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.005033,0.04,39.0,md,earthquake,"M 1.4 - 6km NW of The Geysers, CA"
1.6,"42 km SE of Denali National Park, Alaska",1622287915368,1622288203158,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216ult8pc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216ult8pc&format=geojson,,,,,automatic,0,39,ak,0216ult8pc,",ak0216ult8pc,",",ak,",",origin,",,,0.62,,ml,earthquake,"M 1.6 - 42 km SE of Denali National Park, Alaska"
0.69,"18km E of Little Lake, CA",1622287707970,1622287919137,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909280,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909280&format=geojson,,,,,automatic,0,7,ci,39909280,",ci39909280,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.0837,0.12,127.0,ml,earthquake,"M 0.7 - 18km E of Little Lake, CA"
2.2,"77 km NW of Aleneva, Alaska",1622287613224,1622288712040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216uls5xy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216uls5xy&format=geojson,,,,,automatic,0,74,ak,0216uls5xy,",us6000efta,ak0216uls5xy,",",us,ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 2.2 - 77 km NW of Aleneva, Alaska"
1.21,"6km NW of The Geysers, CA",1622286797060,1622300473446,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567126&format=geojson,,,,,automatic,0,23,nc,73567126,",nc73567126,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",31.0,0.005003,0.02,38.0,md,earthquake,"M 1.2 - 6km NW of The Geysers, CA"
1.78,"8km ENE of Pinnacles, CA",1622286737040,1622298914302,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567121&format=geojson,,,,,automatic,0,49,nc,73567121,",nc73567121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02842,0.22,101.0,md,earthquake,"M 1.8 - 8km ENE of Pinnacles, CA"
0.86,"27 km E of Honaunau-Napoopoo, Hawaii",1622286672010,1622309485930,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72493852,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72493852&format=geojson,,,,,reviewed,0,11,hv,72493852,",hv72493852,",",hv,",",origin,phase-data,",8.0,,0.09,118.0,md,earthquake,"M 0.9 - 27 km E of Honaunau-Napoopoo, Hawaii"
0.62,"2km N of The Geysers, CA",1622286545510,1622288412915,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567116&format=geojson,,,,,automatic,0,6,nc,73567116,",nc73567116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01864,0.03,81.0,md,earthquake,"M 0.6 - 2km N of The Geysers, CA"
0.93,"8km NE of Round Valley, CA",1622286007230,1622362814417,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567111&format=geojson,,,,,reviewed,0,13,nc,73567111,",nc73567111,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1505,0.04,195.0,md,earthquake,"M 0.9 - 8km NE of Round Valley, CA"
1.58,"27 km E of Honaunau-Napoopoo, Hawaii",1622285677760,1622309911330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72493827,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72493827&format=geojson,,,,,reviewed,0,38,hv,72493827,",hv72493827,",",hv,",",origin,phase-data,",10.0,,0.12,108.0,md,earthquake,"M 1.6 - 27 km E of Honaunau-Napoopoo, Hawaii"
1.43,"6km NE of Pinnacles, CA",1622285656210,1622297353160,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567106&format=geojson,,,,,automatic,0,31,nc,73567106,",nc73567106,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.04474,0.22,111.0,md,earthquake,"M 1.4 - 6km NE of Pinnacles, CA"
1.48,"8km N of Hollister, CA",1622285465570,1622295853020,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567101&format=geojson,,,,,automatic,0,34,nc,73567101,",nc73567101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1267,0.19,90.0,md,earthquake,"M 1.5 - 8km N of Hollister, CA"
2.4,"5 km SE of Quinton, Oklahoma",1622285414719,1622285603782,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021klfx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021klfx&format=geojson,,,,,automatic,0,89,ok,2021klfx,",ok2021klfx,",",ok,",",origin,phase-data,",20.0,0.1604866982,0.4463817776,219.0807343,ml,earthquake,"M 2.4 - 5 km SE of Quinton, Oklahoma"
0.34,"4km NW of The Geysers, CA",1622285356650,1622286373715,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567096&format=geojson,,,,,automatic,0,2,nc,73567096,",nc73567096,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.002827,0.02,63.0,md,earthquake,"M 0.3 - 4km NW of The Geysers, CA"
2.0,"59 km SSE of Denali National Park, Alaska",1622284580245,1622284856801,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216ul8swy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216ul8swy&format=geojson,,,,,automatic,0,62,ak,0216ul8swy,",ak0216ul8swy,",",ak,",",origin,",,,1.21,,ml,earthquake,"M 2.0 - 59 km SSE of Denali National Park, Alaska"
1.76,"Island of Hawaii, Hawaii",1622283432200,1622308727590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72493777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72493777&format=geojson,,,,,reviewed,0,48,hv,72493777,",hv72493777,",",hv,",",origin,phase-data,",37.0,,0.14,97.0,md,earthquake,"M 1.8 - Island of Hawaii, Hawaii"
4.9,"36 km SSE of Shizunai-furukawachō, Japan",1622283041485,1622284043040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000efsy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000efsy&format=geojson,,,,,reviewed,0,369,us,6000efsy,",us6000efsy,",",us,",",origin,phase-data,",,0.419,0.79,86.0,mb,earthquake,"M 4.9 - 36 km SSE of Shizunai-furukawachō, Japan"
0.85,"8km NW of The Geysers, CA",1622282893050,1622285412614,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567091&format=geojson,,,,,automatic,0,11,nc,73567091,",nc73567091,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.0113,0.02,50.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
0.84,"12km SW of Searles Valley, CA",1622282766920,1622282984643,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909272&format=geojson,,,,,automatic,0,11,ci,39909272,",ci39909272,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1236,0.22,152.0,ml,earthquake,"M 0.8 - 12km SW of Searles Valley, CA"
0.76,"2km ENE of The Geysers, CA",1622282272740,1622284813557,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567086&format=geojson,,,,,automatic,0,9,nc,73567086,",nc73567086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.001959,0.02,82.0,md,earthquake,"M 0.8 - 2km ENE of The Geysers, CA"
1.57,"7km E of Willits, CA",1622281919980,1622294352861,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567081&format=geojson,,,,,automatic,0,38,nc,73567081,",nc73567081,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.08447,0.03,165.0,md,earthquake,"M 1.6 - 7km E of Willits, CA"
0.24,"10km SSE of Parkfield, CA",1622281846540,1622283493440,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567076&format=geojson,,,,,automatic,0,1,nc,73567076,",nc73567076,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.06269,0.03,175.0,md,earthquake,"M 0.2 - 10km SSE of Parkfield, CA"
1.7,"14 km NE of Willow, Alaska",1622281651901,1622282252259,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216ukpr4x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216ukpr4x&format=geojson,,,,,automatic,0,44,ak,0216ukpr4x,",ak0216ukpr4x,",",ak,",",origin,",,,0.54,,ml,earthquake,"M 1.7 - 14 km NE of Willow, Alaska"
1.06,"9km NE of Pinnacles, CA",1622280292950,1622361196708,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567071&format=geojson,,,,,reviewed,0,17,nc,73567071,",nc73567071,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.02586,0.16,133.0,md,earthquake,"M 1.1 - 9km NE of Pinnacles, CA"
0.41,"19km ESE of Anza, CA",1622279942670,1622280159834,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909256&format=geojson,,,,,automatic,0,3,ci,39909256,",ci39909256,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.06484,0.21,61.0,ml,earthquake,"M 0.4 - 19km ESE of Anza, CA"
1.56,"9km NNW of Redwood Valley, CA",1622279754300,1622364674923,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73567066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73567066&format=geojson,,,,,reviewed,0,37,nc,73567066,",nc73567066,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0471,0.08,61.0,md,earthquake,"M 1.6 - 9km NNW of Redwood Valley, CA"
0.2,"10km NE of Aguanga, CA",1622279351000,1622310732750,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39909248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39909248&format=geojson,,,,,reviewed,0,1,ci,39909248,",ci39909248,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.02096,0.12,103.0,mh,earthquake,"M 0.2 - 10km NE of Aguanga, CA"
